Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Jaan by Kirk Westaway,ChIJZ9ocfqYZ2jERwF5WxOIqsLw,"Swissôtel The Stamford, Equinox Complex, Level 70, 2 Stamford Road, 178882, Singapore",Singapore,Central,3,European,103.85314,1.293387,9199 9008,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jaan-by-kirk-westaway,https://www.jaan.sg,2 Stars,"Dine-in,Reservations,Wine,Cocktails,Coffee,Credit cards,NFC payments","Embodying the essence of fine dining, this romantic restaurant has it all – wonderful food, service and ambiance, and spectacular views. Chef Westaway makes good use of top-notch British produce and inspirations to turn out modern culinary creations that never fail to impress. A British classic, fish & chips, gets a posh makeover with sour cream, lemon zest and caviar. Even the alcohol-free gin and tonic palate cleanser is impeccably crafted.",A,0,28,4.04,good,0.6981,excellent,0.857,good,0.9439,3.71,4.57,3.93
Jade Palace Seafood Restaurant,ChIJQe8Ik4wZ2jER9k1PRfGqLy0,"Forum The Shopping Mall, #B1-13, 583 Orchard Road, 238884, Singapore",Singapore,Central,2,Cantonese,103.828514,1.3059609,6732 6628,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jade-palace,https://maps.app.goo.gl/Pwgp8WKDA7Gt2dxr7,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","Both the décor and the menu show strong Hong Kong influences, all the more so as super-fresh seafood and veggies are shipped from the city twice a week. The must-tries (sautéed white eel with chives in black bean sauce and braised lobster with ginger and scallion in a claypot) boast exceptional wok hei and craftsmanship. You can also specify how you want your live seafood cooked – ask the friendly front-of-house staff for advice.",A,0,19,4.32,good,0.7574,excellent,0.7345,good,0.8549,3.32,4.0,3.53
Jalan Sultan Prawn Mee,ChIJYX-3IjQY2jERadH0LMeyM74,"2 Jalan Ayer, Lorong 1 Geylang, 389141, Singapore",Singapore,Central,1,Street Food,103.8727709,1.3111924,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jalan-sultan-prawn-mee,https://maps.app.goo.gl/ACc5ejGy4jT962fWA,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Coffee,Cash only","In operation for over 70 years, this place serves aromatic dry prawn mee in sambal with heaps of fried scallion and depth. The soup version has a prawn broth loaded with natural umami. Choose from three kinds of noodles.",B,1,25,4.2,good,0.7402,excellent,0.5785,good,0.8293,3.36,3.96,3.84
Jason Penang Cuisine,ChIJoyHTjcwb2jER9s6UdlhIe3k,"ABC Brickworks Market & Food Centre, #01-112, Blk 6 Jalan Bukit Merah, 150006, Singapore",Singapore,Central,1,Street Food,103.8081365,1.2869092,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jason-penang-cuisine,https://maps.app.goo.gl/v7wTW77xnw6tXq6A9,Bib Gourmand,"Dine-in,Takeaway","Besides Penangese quick bites from char kway teow to prawn mee, this stall is famous for Penang assam laksa – the tangy, mildly hot yellowtail fish broth works magic with the noodles; but it's the fresh mint that makes it so distinctive.",A,0,27,3.48,good,0.7223,excellent,0.526,good,0.8859,3.3,3.7,3.52
Ji De Lai Hainanese Chicken Rice,ChIJpToFC4kX2jERtUcxbawUqvc,"Chong Pang Market and Food Centre, #01-152, 105 Yishun Ring Road, 760105, Singapore",Singapore,North,1,Street Food,103.8279349,1.4319385,9798 8788,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ji-de-lai-hainanese-chicken-rice,https://maps.app.goo.gl/gDn1jMhdwJhc7UKz7,Bib Gourmand,"Dine-in,Takeaway,NFC payments,Wheelchair accessible","Hainanese chicken rice comes with options like roasted or steamed chicken. Sets with rice, soup and vegetables are reasonably priced.",A,0,30,2.53,poor,0.7127,good,0.5023,good,0.7492,2.9,2.87,3.43
Ji Ji Noodle House,ChIJR0K6RgsZ2jER-XL41wcfgh4,"Hong Lim Market and Food Centre, #02-48/49, Blk 531A, Upper Cross Street, 051531, Singapore",Singapore,Central,1,Street Food,103.8457399,1.2851692,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ji-ji-noodle-house,https://maps.app.goo.gl/1Lv6mhTGndEZyvWK6,Bib Gourmand,"Dine-in,Takeaway,Cash only,Wheelchair accessible","Order the Ji Ji noodle bowl – noodle soup or ‘dry’ noodles are topped with char siew, deep-fried wonton and veggies and served with wonton soup. Pork crackling adds a lovely crunch. A dab of homemade chilli sauce is a must.",A,0,24,4.83,good,0.712,excellent,0.6014,good,0.8267,3.67,4.38,3.83
Jian Bo Shui Kueh (Tiong Bahru),ChIJe0hI93kZ2jERSGpNHUM_fD0,"Tiong Bahru Market, #02-05, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1,Street Food,103.83259,1.2846506,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jian-bo-shui-kueh,https://maps.app.goo.gl/E4miB7duKmGzqG3D9,Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Cash only,Wheelchair accessible","Shui kueh is quintessential local street food: white rice cake with salted diced radish and a secret tung tsai sauce, packed with oomph. The house-made sambal, oozing in dried shrimp flavour, is perfect with the rice cake.",A,0,28,2.75,poor,0.6952,poor,0.5629,good,0.7951,2.82,3.0,3.11
Jian Bo Tiong Bahru Shui Kueh (Jurong West),ChIJu2nZw9wP2jERZtlEk2y-vno,"Jurong West 505 Market & Food Centre, #01-27, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.7183594,1.3492969,9821 9880,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jian-bo-tiong-bahru-shui-kueh,https://maps.app.goo.gl/ucQjhMSPfXzKYZFJ6,Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Cash only,Wheelchair accessible","The rice cake with a sauce of preserved vegetables, sesame, dried shrimp and chilli is spicy and delicious.",A,0,25,2.76,poor,0.7669,good,0.4793,good,0.7613,2.88,3.04,3.12
Jiang-Nan Chun,ChIJqbrxYIwZ2jER0nv6PClRe_I,"Four Seasons Hotel, Level 2, 190 Orchard Boulevard, 248646, Singapore",Singapore,Central,3,Fine Dining,103.8288,1.304937,6831 7220,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jiang-nan-chun,https://www.fourseasons.com/singapore/dining/restaurants/jiang_nan_chun/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This exquisite space, reached via a marble staircase, is warm and welcoming, with heavy leather chairs that are especially comfortable. The kitchen team excels in barbecue meats, double-boiled soups and seafood dishes that use the freshest ingredients of the best quality. Try wok-fried Australian beef tenderloin with portobello mushrooms. Set menus are a great way to sample the popular hits all at once.",B,1,27,4.22,good,0.6962,excellent,0.7348,good,0.9333,3.7,4.26,3.85
Jiao Cai Seafood,ChIJX7YQllkV2jER9K96284PNGk,"Yishun Park Hawker Centre, #01-39, 51 Yishun Avenue 11, 768867, Singapore",Singapore,North,1,Street Food,103.8446508,1.4251958,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jiao-cai-seafood,https://maps.app.goo.gl/nPXdTbnnrGhB6NQZ6,Selected Restaurants,"Dine-in,Takeaway,Delivery,Wheelchair accessible",Cooked-to-order seafood dishes. Signature sambal stingray is spicy and delicious.,A,0,27,3.52,good,0.7234,good,0.5459,good,0.866,3.63,3.93,3.74
Jin Hua,ChIJi8yzSD8Y2jERk0sT8uN_4RE,"51 Old Airport Road Food Centre, #01-120, 51 Old Airport Road, 390051, Singapore",Singapore,Central,1,Street Food,103.8856982,1.3080902,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jin-hua,https://maps.app.goo.gl/y7R9iDeSKTtkDMzJ6,Selected Restaurants,"Dine-in,Takeaway,Wine,Wheelchair accessible","Come here for flavourful made-to-order grouper broth with milk added for extra creaminess. Try the soup on its own or with bee hoon, sliced fish, fried fish meat and fried fish head. The spicy bean sauce and deep-fried shallot work magic with the broth.",A,0,29,3.93,good,0.6915,excellent,0.5465,good,0.8533,3.45,3.93,3.66
Jin Ting Wan,ChIJNRyXogUZ2jER6TJqkgATJmM,"Marina Bay Sands Hotel, Tower 1, Level 55, 10 Bayfront Avenue, 018956, Singapore",Singapore,Central,4,Cantonese,103.858496,1.2823222,6688 9969,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jin-ting-wan,https://www.marinabaysands.com/restaurants/jin-ting-wan.html,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","Perched atop the iconic Marina Bay Sands Hotel, the room affords gorgeous city and harbour views. Gold trim nicely contrasts with the muted dark blue walls in the Song Dynasty-inspired interior. Chef Albert Li is famous for his refined Cantonese fare, such as roasted pipa duck with black pepper sauce – the bird is deboned, minced and stuffed back into its own skin before being roasted to perfection. The predominantly Chinese wine list includes some rare gems.",B,1,29,4.17,good,0.6307,excellent,0.7969,good,0.8907,3.76,4.38,3.9
Joo Siah Bak Koot Teh,ChIJlS_61hgQ2jERtagY8-o8qb8,"Blk 349, #01-1215 Jurong East Avenue 1, 600349, Singapore",Singapore,West,1,Street Food,103.7313626,1.3445639,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/joo-siah-bak-koot-teh,https://maps.app.goo.gl/JTBh42tetPJ5x3VAA,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,NFC payments,Wheelchair accessible",The signature dish here is pepper-flavoured bak kut teh. The soft pork rib goes well with chilli soy sauce. Earlier closing hours on Sunday.,B,1,27,4.11,good,0.648,good,0.5011,good,0.8965,3.48,3.93,3.89
Jungle,ChIJGdOLalsZ2jERi0P0spKHN0A,"10 Ann Siang Hill, 069789, Singapore",Singapore,Central,2,Thai,103.8453743,1.281413,8389 2258,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jungle,https://jungle.sg/,Bib Gourmand,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The simple, cosy space with exposed beams and wooden furnishings exudes a warm feel. Balancing sweet, sour and salty notes with fiery heat, the chef turns fresh produce into modern Thai dishes that are packed with flavour. The small menu changes regularly but may include signatures such as smoky chargrilled pork jowl, or yellow crab curry with beautifully bold aromas. The friendly and dynamic service team is also a plus.",B,1,27,4.81,good,0.679,excellent,0.748,good,0.9339,4.11,4.85,4.07
KOK Sen,ChIJ1UPefHIZ2jERNw75Jntk0oM,"2/4 Keong Saik Road, 089112, Singapore",Singapore,Central,2,Singaporean,103.841681,1.2802718,6223 2005,https://guide.michelin.com/en/singapore-region/singapore/restaurant/kok-sen,https://maps.app.goo.gl/WFuJRmkfmjNH1apY7,Bib Gourmand,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Credit cards,NFC payments","For over 50 years, Kok Sen has been feeding hungry diners with cze char classics, such as their stir-fries boasting exceptional wok hei. Look out for the colourful lightboxes with signature items like prawn paste chicken or fish cooked in various ways. Seating may be a bit cramped, but the round tables and green booth seats work well with a grey colour scheme and pale wood. Given the small number of tables, expect to queue.",B,1,24,3.04,good,0.6404,good,0.5943,good,0.7855,3.08,3.38,3.38
Kairyu Omakase,ChIJART8BSoZ2jERSA7Ewt6tKCo,"Wilkie Edge, #01-23/24, 8 Wilkie Road, 228095, Singapore",Singapore,Central,3,Sushi,103.8495012,1.301895,8031 3633,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-yuki,https://www.sushiyuki.com.sg/,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","After helming a renowned sushiya in Singapore for 10 years, chef Yukinori Kawakami has brought his experience to Sushi Yuki. Omakase and kaiseki set menus, at different price points, feature fish flown in from Japan four times a week. Sushi rice from Yamagata Prefecture is dressed in a blend of two vinegars for a delicate taste that accentuates the natural flavours of the fish. There are just 13 counter seats and two private rooms, so booking is recommended.",A,0,21,4.76,good,0.8091,excellent,0.7891,good,0.943,4.05,4.62,4.14
Kang Le Fishball Noodles,ChIJ4_Wju9wP2jERPjT8rjcKIjs,"Jurong West 505 Market & Food Centre, #01-29, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.7184954,1.3496779,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/kang-le-fishball-noodles,https://maps.app.goo.gl/b3GPxAt1YobHngRM7,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Although the menu also offers laksa, pork balls and fish dumpling soup, the bouncy, flavoursome fishballs with noodles remain its speciality. Choose between wheat or rice noodles, served in a clear broth or tossed in sauces.",B,1,19,4.68,good,0.7355,good,0.5165,good,0.9059,3.68,3.95,4.0
Kang's Wanton Noodle,ChIJDcuaEYMZ2jEREIl_YTXSlKw,"Zion Riverside Food Centre, #06, 70 Zion Road, 247792, Singapore",Singapore,Central,1,Street Food,103.83122,1.29236,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/kang-s-wanton-noodle,https://maps.app.goo.gl/bSQm9CNcoQtvSuvo6,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Alongside wanton or dumpling noodle soup, this stall serves deep-fried wanton and char siew. The springy noodles are best enjoyed with a dollop of chilli sauce, while the wantons encase a tasty filling in their paper-thin skin.",B,1,28,4.5,good,0.7099,good,0.5123,good,0.8771,3.57,4.0,4.0
Kelantan Kway Chap Pig's Organ Soup,ChIJX3bZ-7cZ2jERuW9hZD0FomE,"Berseh Food Centre, #02-39, 166 Jalan Besar, 208877, Singapore",Singapore,Central,1,Street Food,103.85674,1.3073595,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/kelantan-kway-chap-pig-organ-soup,https://maps.app.goo.gl/7vVVbPVpN5nfxDed9,Bib Gourmand,"Dine-in,Wheelchair accessible","Pork cuts and offal like belly, trotter, intestines and skin are cooked in a soy-based marinade with spices. The depth and rich flavours of the meat are the perfect accompaniment to the kway chap ribbon noodles.",A,0,30,3.6,good,0.776,excellent,0.5706,good,0.8174,3.17,3.73,3.4
Keng Eng Kee (Bukit Merah),ChIJu1Ef88sb2jER3Fc3W0QRoq8,"Blk 124, #01-136, Bukit Merah Lane 1, 150124, Singapore",Singapore,Central,1,Seafood,103.8037043,1.2857642,6272 1038,https://guide.michelin.com/en/singapore-region/singapore/restaurant/keng-eng-kee,https://www.kek.com.sg/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible","This popular cze char restaurant may not be the most conveniently placed, but it does some great dishes, like fried salted egg crab, coffee pork ribs and claypot duck with sea cucumber. The setting and environment are not unlike a hawker centre, although there is a smaller inside area that’s air-conditioned. It provides mostly Hainanese cuisine, along with some Cantonese dishes – the stir-fries are particularly delicious.",B,1,20,4.3,good,0.7321,excellent,0.631,good,0.8268,3.15,3.8,3.75
Ki Su,ChIJOwdnq7cZ2jERSCAJQh3m_iY,"#01-01, 60 Tras Street, 078999, Singapore",Singapore,Central,2,Vegetarian,103.8441991,1.2778193,8522 6824,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ki-su,https://www.kisu.com.sg/,Selected Restaurants,"Dine-in,Reservations,Credit cards,NFC payments","In a minimalistic room, the Taiwanese owner-chef serves an omakase menu of creative vegetarian courses in which Japanese and French culinary traditions converge. Modern cooking techniques like sous vide are used to imbue plant-based ingredients with meaty flavours and textures. Smoked capsicum and pumpkin purée are made to look like akami and uni in their nigiri sushi. The menu changes regularly to keep it fresh.",B,1,27,4.96,good,0.6948,excellent,0.8506,good,0.9402,4.04,4.85,4.22
Kitchenman Nasi Lemak,ChIJg1pOiD0Z2jERavAWxT7kZdU,"CT Hub, #01-08/13, 2 Kallang Avenue, 339407, Singapore",Singapore,Central,1,Malaysian,103.8628154,1.3120852,9142 6586,https://guide.michelin.com/en/singapore-region/singapore/restaurant/kitchenman-nasi-lemak,https://kitchenmannasilemak.oddle.me/en_SG,Bib Gourmand,"Dine-in,Takeaway,Delivery,Coffee,Cash only","The Malaysian owner opened this simple shop in 2024, specialising in authentic nasi lemak, often considered the national dish of his home country. The chef, who is also Malaysian, cooks rice in coconut milk with pandan leaves, and garnishes it with fried anchovies, peanuts, fried egg, sliced cucumber and spicy sambal. For a substantial meal, add sides such as ayam berempah (fried chicken leg), rendang chicken or ayam kunyit (turmeric chicken).",B,1,27,4.59,good,0.6894,excellent,0.5837,good,0.9488,3.56,4.59,3.89
Koh Brother Pig's Organ Soup,ChIJe0hI93kZ2jERhs27NdY2Wwc,"Tiong Bahru Market, #02-29, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1,Street Food,103.832764,1.2850432,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/koh-brother-pig-s-organ-soup,https://maps.app.goo.gl/STapB1bEkwtyVeQY8,Bib Gourmand,"Dine-in,Takeaway",Pork offal like tripe and liver is served with meatballs and sliced pork in a peppery broth with pickled mustard greens. Dip the pork into chilli sauce for an extra kick. Also try the sticky rice sausage stuffed with pork belly and chestnuts.,A,0,26,4.42,good,0.496,excellent,0.3908,good,0.8315,3.81,4.27,3.73
